product_code,YEAR,num_complaints,num_recalls,recalls_next_year,recalls_next_2_year
DZI,2020,55,0,0,0
OFP,2020,16,1,4,0
JKC,2020,1,0,0,0
MQB,2020,9,7,3,0
EMF,2020,6,1,0,0
INK,2020,89,1,0,0
NAE,2020,11,1,0,0
HMF,2020,3,0,0,0
GAJ,2020,1,0,,
NFO,2020,6,0,0,0
BZN,2020,4,0,0,0
IPS,2020,4,0,0,0
MIJ,2020,3,0,1,0
OYS,2020,6,0,0,1
IQI,2020,9,0,0,0
LDQ,2020,48,0,0,0
MSH,2020,58,0,0,0
LMD,2020,1,2,0,0
HIB,2020,4,0,0,0
GDZ,2020,4,0,0,1
DTN,2020,6,0,11,0
DOF,2020,2,0,3,1
MZY,2020,2,0,0,0
JIF,2020,1,2,0,0
LEG,2020,9,0,0,0
NHC,2020,9,0,0,0
HKI,2020,5,0,0,0
OXF,2020,1,0,0,0
PLQ,2020,4,0,0,0
OII,2020,2,0,1,1
GIE,2020,2,0,0,0
NQR,2020,24,0,0,0
OMX,2020,4,0,0,0
NNW,2020,1,0,0,0
LXI,2020,1,0,0,
HRW,2020,1,0,,
BYI,2020,4,0,1,0
LWL,2020,7,0,0,0
EBF,2020,2,1,0,0
GEE,2020,1,0,0,0
HCY,2020,1,0,0,0
KMJ,2020,1,0,1,0
LKK,2020,5077,2,1,1
EXE,2020,8658,0,0,1
JDC,2020,178,0,0,0
HBC,2020,1291,0,0,9
DTE,2020,1081,0,0,0
GAB,2020,26,0,0,0
JXG,2020,1201,8,4,0
LMH,2020,1144,0,0,0
JCT,2020,120,0,0,2
OGO,2020,197,0,0,0
CFP,2020,6,0,0,0
MPN,2020,224,0,1,1
IOQ,2020,9,0,0,9
GAN,2020,277,0,0,0
ITJ,2020,114,1,1,1
GEA,2020,158,1,1,0
MNL,2020,28,1,0,6
DQE,2020,39,8,6,0
JDB,2020,32,0,0,0
GKZ,2020,340,1,21,5
CJY,2020,33,0,0,1
GAQ,2020,50,0,0,1
KSZ,2020,74,0,0,0
NTE,2020,236,0,1,0
HWQ,2020,171,0,0,0
NLQ,2020,28,0,1,0
FEM,2020,54,0,0,0
JAA,2020,30,11,5,8
FHQ,2020,49,2,0,0
PAM,2020,2,2,0,0
BTQ,2020,13,0,0,0
HXW,2020,16,0,2,0
JQP,2020,52,8,6,3
MAL,2020,24,24,1,1
EJJ,2020,1,0,0,
BTY,2020,3,0,0,0
GWO,2020,25,0,0,0
KPS,2020,22,19,11,8
IZH,2020,7,0,0,0
DBF,2020,1,0,0,0
MWL,2020,1,0,0,0
KNF,2020,19,0,0,0
LFZ,2020,7,0,0,1
PFJ,2020,20,0,0,0
KTN,2020,2,0,0,
OWI,2020,8,1,0,0
OHA,2020,12,1,0,0
CGL,2020,19,0,0,0
PJM,2020,1,0,,
FQM,2020,64,1,0,3
LXA,2020,3,0,0,0
JJY,2020,7,9,0,7
ILM,2020,5,0,,
GXZ,2020,7,0,1,0
OQI,2020,5,0,0,1
ONW,2020,6,0,0,0
PCK,2020,1,0,,
MIX,2020,10,0,0,0
OVN,2020,1,0,0,0
NDJ,2020,7,0,,
PEH,2020,2,0,,
OWO,2020,3,0,0,0
FLG,2020,4,2,0,0
EJK,2020,1,0,0,
QAV,2020,1,0,0,0
MBP,2020,6,0,0,0
KRK,2020,1,0,0,0
JSO,2020,7,1,3,15
OFL,2020,1,0,0,1
NPK,2020,1,0,0,0
DNS,2020,1,0,,
JSP,2020,1,0,0,
OSN,2020,1,0,0,1
EFA,2020,2,0,0,0
MOO,2020,1,0,,
FSX,2020,1,0,,
CJE,2020,1,0,0,0
CBK,2020,11018,5,29,13
OWB,2020,1553,37,45,42
LHI,2020,1163,0,0,3
HRS,2020,2755,30,12,4
NKB,2020,2067,33,1,7
GXY,2020,10,0,0,2
LZS,2020,561,0,1,0
FCW,2020,151,0,0,0
DSH,2020,89,0,0,0
FDI,2020,483,7,3,0
GFA,2020,276,0,0,1
GAA,2020,102,3,10,2
JFT,2020,4,0,0,0
KSJ,2020,7,0,,
FAJ,2020,339,0,0,3
QHT,2020,88,0,0,0
KIH,2020,23,0,0,0
MBL,2020,115,6,0,0
HXB,2020,39,0,0,0
EBZ,2020,2,0,0,1
PRL,2020,182,0,1,0
HFB,2020,11,0,0,0
NOU,2020,67,1,3,1
MZA,2020,27,0,1,1
DQK,2020,213,4,8,7
OSM,2020,59,0,0,0
FZO,2020,17,0,0,0
PXI,2020,4,14,0,1
FBO,2020,20,1,0,5
LDD,2020,19,1,0,1
HAE,2020,25,0,0,0
FEW,2020,3,0,0,
POL,2020,6,1,0,0
EWO,2020,7,0,0,0
DAP,2020,11,0,1,0
CBQ,2020,1,0,0,
HRM,2020,27,1,0,1
FPD,2020,31,7,0,1
MZR,2020,84,0,0,0
EWL,2020,2,0,0,0
JDX,2020,11,0,0,0
LHC,2020,4,0,0,0
LYC,2020,5,0,0,0
PAI,2020,1,0,0,
IQK,2020,2,0,2,0
GAO,2020,3,0,0,0
KXF,2020,64,0,0,0
IKT,2020,3,0,0,1
MRH,2020,6,0,0,0
DRQ,2020,5,0,0,0
JBF,2020,1,0,0,0
HBN,2020,2,0,,
PPM,2020,1,2,1,3
KNG,2020,2,0,0,0
KXC,2020,1,0,,
PRT,2020,1,0,,
FWM,2020,13900,0,1,0
DYE,2020,2455,0,0,0
FMF,2020,5291,16,1,3
KRD,2020,1162,0,0,3
MPB,2020,178,0,0,0
PQF,2020,10463,2,0,2
KWA,2020,4521,1,17,0
CAZ,2020,272,39,0,0
EZQ,2020,381,0,0,4
IYE,2020,74,14,10,5
FRL,2020,26,0,1,0
LWJ,2020,188,3,0,0
INN,2020,43,0,2,1
JGS,2020,88,4,4,0
NPV,2020,112,0,0,1
LSL,2020,3,0,0,0
DZN,2020,15,0,0,0
GZJ,2020,10,0,0,0
FPO,2020,689,0,3,2
LSZ,2020,154,0,0,1
OLP,2020,8,0,0,0
GXQ,2020,114,0,2,0
KQM,2020,19,0,0,0
PUU,2020,5,0,0,0
MPV,2020,54,0,0,0
OVC,2020,1,0,,
NBL,2020,1,0,,
LGC,2020,2,0,0,
FPL,2020,1,0,0,1
MJG,2020,9,0,1,0
EEG,2020,6,0,0,0
PTK,2020,9,0,0,0
FZS,2020,1,0,0,0
GJT,2020,1,0,0,0
PJE,2020,3,0,0,0
OUP,2020,3,0,0,0
CBL,2020,9,0,1,0
MKF,2020,1,0,,
FWC,2020,4,0,0,0
ELR,2020,2,0,0,0
JCC,2020,1,0,0,
BWF,2020,5,1,0,0
CDD,2020,11,0,1,0
LQL,2020,3,0,0,2
CBN,2020,2,0,0,
HRK,2020,1,0,,
MAJ,2020,5,0,0,0
HRR,2020,3,0,0,0
LYV,2020,1,0,0,
PDG,2020,1,0,,
JXK,2020,1,0,,
PXH,2020,1,0,0,0
MAU,2020,3,0,0,0
GAS,2020,1,0,0,0
HRH,2020,1,0,0,0
KDG,2020,1,0,0,0
OQH,2020,1,0,0,
MPR,2020,10,0,0,0
HOY,2020,1,0,0,0
KNN,2020,1,0,0,0
QGT,2020,1,0,0,
FKX,2020,4575,1,3,1
NUN,2020,6,0,0,0
EZC,2020,1027,0,7,0
MOQ,2020,120,0,0,0
MEB,2020,2724,0,0,0
LWR,2020,1430,5,0,0
FMT,2020,1551,0,0,0
HNO,2020,405,0,0,0
CEC,2020,104,0,0,0
HHS,2020,16098,0,0,0
NNX,2020,180,0,0,0
HTW,2020,1240,2,6,0
HTR,2020,7,0,0,0
HWM,2020,57,0,0,0
HXC,2020,140,0,0,0
DHA,2020,114,0,0,2
LPM,2020,105,2,0,0
KSF,2020,1,0,0,0
KPE,2020,146,0,0,3
FXX,2020,58,0,0,0
JTW,2020,12,0,0,2
OCT,2020,14,0,0,1
MBX,2020,18,0,0,0
DYJ,2020,3,0,0,3
NZK,2020,30,0,0,0
DRS,2020,41,0,9,0
IRQ,2020,4,0,0,0
DWL,2020,3,0,0,0
IKZ,2020,28,0,2,0
FEO,2020,127,1,0,1
OGJ,2020,6,1,1,27
EFQ,2020,8,1,0,3
HIN,2020,9,0,0,0
NGX,2020,7,0,1,0
FTT,2020,2,0,,
JWJ,2020,34,0,0,0
HSO,2020,1,0,,
DIC,2020,1,1,1,
MLN,2020,1,0,0,0
FER,2020,18,0,0,0
HFS,2020,1,0,,
KWH,2020,8,0,0,0
ONF,2020,1,0,0,0
HQP,2020,3,0,0,0
QHP,2020,38,0,0,0
ITW,2020,2,0,0,0
KES,2020,1,0,0,0
FEI,2020,2,0,0,0
IPR,2020,5,0,0,0
DTS,2020,2,0,0,0
JRL,2020,1,0,0,
NPM,2020,3,3,0,1
NWU,2020,1,0,0,2
HNW,2020,3,0,0,0
DZE,2020,250035,1,6,1
LOX,2020,1947,17,0,1
NVY,2020,7926,0,1,2
KYB,2020,329,0,0,0
MXC,2020,1087,0,0,0
ITQ,2020,22,1,0,0
BTR,2020,1062,2,6,3
KRA,2020,378,1,0,2
PBI,2020,185,0,0,0
MCW,2020,623,0,4,2
PZE,2020,7178,0,1,0
DXC,2020,402,1,0,1
MWH,2020,82,0,0,0
PEX,2020,89,0,0,
HSB,2020,3273,21,12,1
NIP,2020,799,0,0,1
NCX,2020,414,0,28,0
MSX,2020,25,0,2,1
EZD,2020,560,3,0,0
FNN,2020,1,0,0,0
FDS,2020,600,2,0,1
ODG,2020,444,4,0,0
GXD,2020,138,0,1,0
DYG,2020,104,0,0,0
CHI,2020,31,3,0,0
LNQ,2020,176,0,0,0
DWB,2020,77,0,0,0
CIG,2020,31,4,0,0
BZO,2020,30,0,0,1
DRX,2020,53,5,1,6
PGJ,2020,1,0,0,
BZQ,2020,10,0,0,0
FMZ,2020,8,3,1,0
JDZ,2020,166,0,0,0
KRP,2020,1,0,0,0
HTC,2020,25,0,0,0
CKA,2020,3,0,4,0
KME,2020,5,0,0,0
IKN,2020,1,0,0,0
FRI,2020,3,0,0,0
HHT,2020,3,0,0,0
MQF,2020,19,19,0,0
KOC,2020,20,0,0,0
KMA,2020,1,0,0,0
HMZ,2020,1,0,0,1
MOI,2020,11,0,3,1
KDC,2020,12,0,2,1
KGG,2020,12,0,0,0
IRS,2020,1,0,,
CAN,2020,2,0,3,0
MAQ,2020,1,1,0,0
QGK,2020,2,0,0,0
CEK,2020,2,2,2,1
HNL,2020,1,0,0,0
JIR,2020,2,0,0,0
NQN,2020,1,1,0,
QLG,2020,1063,0,1,0
PJD,2020,3,0,0,0
MMQ,2020,1,0,0,
NHK,2020,1,0,0,0
GLK,2020,1,0,,
HQZ,2020,1,0,0,0
LZF,2020,1,0,,
FGE,2020,2149,2,28,22
FMI,2020,4215,7,12,1
MJC,2020,1431,1,8,0
GAM,2020,3374,44,0,4
MDS,2020,900,3,20,1
PIF,2020,69,0,0,0
JDL,2020,94,0,0,0
LKB,2020,38,0,0,1
OVD,2020,203,0,1,1
CAW,2020,124,1,0,4
DXJ,2020,22,0,0,3
GXN,2020,62,0,0,0
DPS,2020,59,13,5,2
FJI,2020,16,0,0,0
BSO,2020,158,13,1,0
MZF,2020,64,0,0,0
PMU,2020,1,0,1,0
FDC,2020,10,0,0,0
OOG,2020,8,0,0,0
ODX,2020,2,0,0,
BYZ,2020,1,0,0,0
IKY,2020,16,2,4,0
OBP,2020,12,2,0,0
HKO,2020,7,1,0,0
LZJ,2020,1,0,0,0
DWD,2020,2,0,0,0
ONG,2020,3,0,0,0
HQD,2020,2,0,0,0
MRD,2020,10,0,0,0
LJB,2020,11,0,1,
GDJ,2020,7,0,0,0
OHS,2020,2,0,0,0
LGX,2020,2,0,1,0
GHH,2020,15,0,0,0
OVK,2020,2,0,0,0
IOL,2020,1,0,0,7
PDI,2020,1,0,0,0
OFF,2020,1,1,2,8
LCD,2020,1,1,0,
GDI,2020,4,0,0,0
KGS,2020,3,0,0,0
NOX,2020,1,0,1,1
LXS,2020,1,0,0,
NJM,2020,1,0,0,0
KGI,2020,2,0,0,0
LJL,2020,1,0,0,0
KZD,2020,8,0,0,0
GAC,2020,1,0,0,0
EBG,2020,2,1,0,0
MKQ,2020,1,0,0,0
PAW,2020,1,0,0,0
IPG,2020,5,0,0,
JFB,2020,1,0,0,0
PEZ,2020,1,1,3,0
PTX,2020,2,0,0,0
OKV,2020,3,1,0,2
OCC,2020,17,6,0,0
PHV,2020,1,0,0,0
IMC,2020,1,0,0,0
HTN,2020,81,0,0,1
NPT,2020,5766,9,3,0
DXE,2020,543,2,4,3
DWA,2020,145,0,2,2
MRA,2020,370,0,0,0
DWF,2020,142,2,28,0
NKE,2020,798,0,6,0
KNH,2020,46,0,0,0
DRO,2020,19,12,0,0
MJN,2020,157,2,1,0
MEC,2020,79,5,0,4
FQO,2020,96,3,3,2
IMD,2020,240,0,4,0
MNS,2020,64,0,6,6
KOX,2020,13,0,0,0
FFG,2020,92,0,0,0
MNQ,2020,79,0,0,0
DZM,2020,16,0,0,0
LEH,2020,14,0,0,0
MLM,2020,4,0,0,1
MBV,2020,10,0,0,0
FEB,2020,425,1,1,0
JOP,2020,2,0,0,0
OHR,2020,21,0,0,0
PEP,2020,26,0,0,1
JQX,2020,10,0,0,0
DYF,2020,7,0,0,0
ODC,2020,51,0,0,0
KLE,2020,6,0,0,1
KPI,2020,3,0,0,0
JAQ,2020,8,0,0,0
DPW,2020,4,0,0,0
IKD,2020,7,0,3,0
PON,2020,3,0,0,
QHJ,2020,18,0,0,0
DWH,2020,2,0,0,0
CKG,2020,1,0,0,0
FNJ,2020,4,0,0,1
MIE,2020,3,0,0,0
CDQ,2020,3,0,0,0
ELL,2020,1,0,,
GDR,2020,1,0,0,
FMC,2020,1,0,0,0
IQO,2020,1,0,,
HTP,2020,6,0,0,
PTM,2020,1,0,1,0
KIM,2020,2,0,0,
KWJ,2020,1,0,0,0
LZC,2020,1,0,1,0
FTR,2020,24108,0,0,0
MFK,2020,906,0,0,0
LPH,2020,5391,22,21,5
OUT,2020,804,2,2,0
DSI,2020,3031,3,1,1
HBL,2020,602,1,0,1
BTT,2020,1169,0,1,1
FPA,2020,9497,149,41,25
LIT,2020,2420,2,3,0
HWR,2020,735,0,0,0
OVE,2020,161,0,2,0
GCB,2020,70,2,0,0
FRC,2020,16,0,0,6
FSM,2020,148,0,1,2
GDO,2020,219,0,0,0
FWF,2020,22,0,0,0
HTZ,2020,88,1,0,0
IYO,2020,498,0,13,1
CHL,2020,117,11,1,4
HQE,2020,30,0,0,0
PQK,2020,61,0,0,0
GFI,2020,3,0,0,0
FBK,2020,25,0,20,8
PUI,2020,15,0,11,19
LNS,2020,38,0,0,0
PND,2020,93,3,0,1
EKR,2020,1,0,0,0
HBA,2020,31,0,0,1
LPO,2020,18,0,0,0
DXZ,2020,120,1,1,0
MIA,2020,5,0,0,0
EFS,2020,15,0,0,0
ODP,2020,86,1,0,0
IKX,2020,11,1,0,0
KMN,2020,3,0,0,0
GZT,2020,3,0,0,0
GKP,2020,14,0,0,1
HDD,2020,17,1,0,0
NXB,2020,2,0,1,0
POH,2020,28,0,0,0
FPP,2020,31,0,0,0
JQC,2020,3,0,0,0
PYX,2020,10,0,0,0
GET,2020,15,0,0,0
JSL,2020,5,0,0,0
MNW,2020,12,0,0,0
CAD,2020,11,0,0,0
GBS,2020,1,0,0,0
OAB,2020,16,1,0,0
MHE,2020,5,0,0,0
PYI,2020,2,0,,
MQG,2020,3,1,1,0
LBP,2020,1,0,0,0
HTT,2020,2,0,0,0
KOB,2020,1,0,0,0
KIJ,2020,1,0,0,0
HBO,2020,2,0,1,0
OBT,2020,3,0,0,0
LCO,2020,1,0,0,1
JEX,2020,1,0,0,0
KWQ,2020,399,1,70,0
NIQ,2020,6301,1,0,0
PFV,2020,336,0,0,1
LGW,2020,27855,2,3,8
KDT,2020,21,0,0,0
NJL,2020,1864,0,9,0
NAC,2020,137,0,0,0
HRX,2020,1697,4,4,0
FZX,2020,728,0,0,1
PMP,2020,2309,0,0,0
MQE,2020,1,0,0,0
NHL,2020,144,0,0,0
HQF,2020,70,0,1,0
FGX,2020,40,0,40,1
DXN,2020,128,2,3,0
DSS,2020,18,4,0,0
HBQ,2020,1,0,0,
GKL,2020,13,0,0,0
KXJ,2020,2,0,3,0
MHW,2020,3,0,0,0
LDE,2020,1,0,0,0
OOI,2020,134,1,4,7
KMI,2020,17,1,0,0
HGX,2020,161,0,0,0
OWD,2020,3,1,1,5
MFE,2020,124,0,0,0
FZM,2020,13,0,1,0
ETB,2020,4,2,0,0
FEZ,2020,1,1,0,1
IMP,2020,6,0,0,0
OWQ,2020,29,1,1,0
PLL,2020,3,0,1,0
LWO,2020,15,0,0,0
JOZ,2020,2,0,0,1
LRJ,2020,72,0,1,4
FEQ,2020,5,0,0,0
KOI,2020,4,0,0,0
NFG,2020,1,0,,
PRH,2020,1,0,0,
PKB,2020,3,0,0,
PZI,2020,8,0,0,0
JQW,2020,27,0,1,0
NBF,2020,1,0,0,
KRR,2020,6,0,0,3
OWL,2020,4,1,0,0
QKY,2020,184,1,0,
MDD,2020,18,0,0,0
FEH,2020,1,0,0,
IOY,2020,16,0,0,0
PZT,2020,1,0,0,
OKC,2020,1,0,,
NUP,2020,1,0,0,
EJF,2020,4,1,0,0
HGB,2020,12,0,,
DWC,2020,542,1,10,0
ETN,2020,238,10,4,3
FSY,2020,439,0,0,1
MAI,2020,955,40,2,0
GFD,2020,430,3,0,0
QAU,2020,73,2,0,0
CDP,2020,195,0,0,0
JZO,2020,17,1,0,1
JEY,2020,668,5,0,0
PCU,2020,142,6,0,0
MNK,2020,13,0,0,0
OMP,2020,3650,3,0,0
PAH,2020,169,0,0,0
LJT,2020,955,2,5,1
MON,2020,10,0,0,0
LWH,2020,32,0,0,1
FMS,2020,28,0,1,0
DXO,2020,158,0,8,0
KOL,2020,5,0,0,0
PNB,2020,48,0,0,0
KFZ,2020,32,0,1,0
NQQ,2020,4,0,0,0
MUD,2020,49,0,0,2
HPP,2020,2,0,0,0
LBI,2020,6,0,0,0
ODD,2020,11,0,0,0
GDG,2020,8,0,0,0
IKK,2020,1,1,0,0
DHX,2020,14,0,0,0
MGZ,2020,6,0,0,0
PRI,2020,3,0,1,0
FSH,2020,2,0,0,0
FMQ,2020,38,1,1,1
OPR,2020,11,0,0,1
KHP,2020,6,1,0,0
HQB,2020,12,0,0,0
NQB,2020,3,3,0,0
GXR,2020,16,0,1,0
LFM,2020,29,0,0,0
OTL,2020,7,0,0,0
DTW,2020,2,0,0,0
KGB,2020,8,6,0,0
EAZ,2020,3,0,0,0
MGQ,2020,6,0,0,0
DQR,2020,4,1,0,0
OTK,2020,9,0,0,0
ODB,2020,5,0,0,0
MUI,2020,2,1,0,0
FTY,2020,112,0,0,0
QKS,2020,5,0,0,0
KSS,2020,2,0,0,0
IRP,2020,1,0,0,0
PWH,2020,5,0,0,0
NYV,2020,1,0,0,0
HIM,2020,1,0,0,
PFP,2020,1,0,,
LFG,2020,1,0,0,
OAN,2020,1,0,,
HWI,2020,1,0,0,0
LWP,2020,8885,0,7,0
DTB,2020,17625,0,0,0
DWE,2020,44,0,0,0
KRG,2020,1675,0,0,0
QEW,2020,196,0,0,7
FZP,2020,1742,1,2,0
JJE,2020,3909,26,9,4
KNW,2020,5074,5,10,3
KWY,2020,1248,20,0,0
GAT,2020,1220,0,0,4
ITX,2020,116,4,35,6
NBH,2020,339,1,0,0
NAD,2020,4929,0,2,1
CAF,2020,115,0,1,0
QHM,2020,26,0,0,0
MDM,2020,243,0,1,3
OCY,2020,127,0,0,1
HNN,2020,483,0,1,2
LOZ,2020,263,0,0,1
MLZ,2020,54,0,0,0
MRZ,2020,44,0,0,0
HMT,2020,3,0,0,0
NEP,2020,80,3,2,1
BTO,2020,112,0,0,0
QAN,2020,117,3,4,0
DTL,2020,52,20,2,2
EKX,2020,67,0,0,0
QHR,2020,82,0,0,0
CEM,2020,27,14,4,0
FGO,2020,19,0,0,0
KDD,2020,43,1,7,5
HIS,2020,11,0,0,1
DWS,2020,28,3,0,1
PDQ,2020,9,2,0,0
FFH,2020,2,0,0,0
GYC,2020,1,0,0,0
PJP,2020,4,0,0,0
LKM,2020,2,0,0,
OLL,2020,1,0,0,0
MPK,2020,26,0,0,1
HDA,2020,15,0,0,0
PBJ,2020,8,0,0,0
GCP,2020,18,0,0,0
KRB,2020,16,0,0,0
KZF,2020,47,0,0,0
FIP,2020,12,1,2,4
JXA,2020,15,0,0,0
LYR,2020,4,0,0,1
HDC,2020,2,0,6,0
HOC,2020,4,0,0,0
CBF,2020,4,0,0,0
QES,2020,19,1,0,0
OKR,2020,2,0,0,
OAT,2020,38,0,0,0
LOE,2020,5,0,0,0
ISN,2020,4,0,0,0
OKX,2020,1,0,0,
OIO,2020,1,0,0,0
NXQ,2020,1,0,0,
EPT,2020,10,1,0,2
JKR,2020,1,0,0,0
QII,2020,2,0,0,0
HBM,2020,17,0,0,0
LFK,2020,1,0,0,0
PZK,2020,18,0,0,0
OVJ,2020,1,0,0,0
CGI,2020,1,1,0,0
EIY,2020,1,0,,
OSP,2020,1,0,0,0
JDI,2020,3995,78,1,5
MUM,2020,32,0,0,0
DSP,2020,3381,27,9,36
FZW,2020,484,0,0,0
KYF,2020,434,0,0,0
PKL,2020,495,0,0,0
DRA,2020,699,0,2,0
GDC,2020,252,0,1,6
DTD,2020,18,0,0,0
HTJ,2020,350,0,0,0
KZH,2020,153,0,0,0
BRZ,2020,90,0,0,0
JIT,2020,12,4,0,0
FMK,2020,311,0,4,0
KKY,2020,13,0,0,0
FOS,2020,43,0,1,0
CHP,2020,135,2,1,7
PGT,2020,7,0,0,0
INM,2020,9,0,4,0
JIX,2020,22,2,2,0
ETA,2020,1,0,0,0
GQG,2020,1,0,0,0
INI,2020,25,0,1,0
JCW,2020,6,1,1,0
HFX,2020,21,0,0,0
EIA,2020,48,0,0,0
GKR,2020,1,0,0,0
FHA,2020,1,0,0,0
EBC,2020,1,0,0,0
GCM,2020,1,0,0,0
OKS,2020,2,0,0,0
DWQ,2020,5,0,0,0
CGN,2020,4,0,0,0
GCT,2020,114,0,0,0
JID,2020,25,0,0,0
PTU,2020,1,0,,
JHX,2020,3,0,0,0
HWJ,2020,9,24,0,0
FDG,2020,3,0,0,0
LOL,2020,104,1,0,0
LZN,2020,11,0,0,1
PRC,2020,16,0,0,1
MOS,2020,2,1,0,0
OCM,2020,1,0,0,0
HAX,2020,1,0,,
GWJ,2020,3,0,0,0
BSN,2020,1,0,0,0
DKJ,2020,1,0,,
IPM,2020,1,0,,
KWN,2020,2,0,,
HCH,2020,9,0,0,0
QFV,2020,1,0,0,0
QLC,2020,4,0,0,0
JLS,2020,4,0,1,1
ESZ,2020,1,0,,
KZA,2020,1,0,0,0
PCI,2020,1,0,0,0
OFR,2020,1,0,0,2
NEA,2020,3,0,0,0
HWC,2020,4763,7,5,13
NRY,2020,700,4,1,0
KNS,2020,895,0,41,0
OZP,2020,73712,1,2,5
DTZ,2020,441,3,1,10
OAD,2020,382,0,0,1
NIE,2020,51,0,0,1
LXG,2020,15,2,0,0
HFN,2020,2,0,0,0
DEW,2020,19,0,0,1
NPJ,2020,64,0,0,0
EBW,2020,71,0,0,0
NPU,2020,218,0,0,0
JHI,2020,114,0,0,2
BSP,2020,76,1,0,0
NQO,2020,203,0,0,1
CCX,2020,13,0,3,0
IOR,2020,41,0,1,0
FIQ,2020,1,0,0,
PIM,2020,2,0,,
HTX,2020,29,0,0,0
IEO,2020,78,0,0,0
OGE,2020,76,0,0,2
KKO,2020,1,0,,
GAZ,2020,25,0,0,0
IZZ,2020,2,0,0,1
OLM,2020,6,0,0,0
LFX,2020,21,0,1,0
KIF,2020,3,0,0,0
NFA,2020,20,0,0,0
KDQ,2020,109,2,2,2
JCF,2020,8,0,0,0
MIC,2020,1,0,0,0
MMX,2020,14,0,0,0
OJK,2020,13,1,5,13
KOO,2020,1,0,2,1
QHS,2020,15,0,0,0
OEV,2020,14,1,0,0
JIS,2020,1,1,1,1
OOY,2020,2,0,0,0
OEA,2020,6,2,13,0
CEO,2020,2,0,0,0
PEK,2020,2,0,1,0
KXE,2020,5,0,0,0
NSU,2020,3,1,1,1
DXH,2020,5,0,0,0
HBS,2020,1,0,0,0
HLI,2020,1,0,0,0
FCO,2020,1,0,0,
EIG,2020,1,0,0,0
CAX,2020,1,0,0,0
GAF,2020,1,0,,
MFR,2020,5,0,0,0
KWF,2020,2,0,0,0
NDM,2020,89,0,0,
MRC,2020,3,0,1,0
LPL,2020,117,8,14,1
DTQ,2020,624,7,1,1
JWH,2020,12525,26,17,23
KGZ,2020,92,1,0,0
BTI,2020,110,0,0,0
FTM,2020,450,1,1,0
DXQ,2020,5,0,0,1
MTA,2020,1440,0,0,0
EXS,2020,13,0,0,1
MEG,2020,351,0,1,2
MUU,2020,35,0,0,0
MSS,2020,361,1,0,0
FZK,2020,1,0,0,
NGT,2020,319,1,4,3
GWF,2020,65,0,0,2
KNQ,2020,361,0,0,0
OJH,2020,38,3,4,34
KWT,2020,214,0,0,0
MTD,2020,84,1,0,1
NWX,2020,713,0,0,0
HTD,2020,127,0,0,2
LQC,2020,162,0,2,0
LIP,2020,46,1,3,3
NRA,2020,189,0,0,0
PUM,2020,72,0,0,0
GCX,2020,64,0,1,0
NXC,2020,175,0,0,0
JES,2020,32,0,0,0
PEW,2020,65,0,0,1
MAE,2020,109,0,0,0
JDW,2020,399,0,0,0
NUU,2020,1,0,0,0
FNG,2020,5,0,0,1
NLH,2020,28,0,0,0
GAD,2020,85,1,0,1
EXH,2020,88,0,0,0
HST,2020,37,0,0,0
FPK,2020,4,0,0,0
JSJ,2020,6,0,0,0
KNK,2020,2,0,0,0
EMN,2020,1,0,0,0
HHD,2020,2,0,0,0
NPL,2020,8,0,0,0
PSQ,2020,10,0,0,0
IMG,2020,10,0,0,0
BZC,2020,3,0,0,0
GFC,2020,4,0,0,0
ION,2020,6,0,0,0
NVE,2020,2,0,0,
GCD,2020,3,0,0,0
NSI,2020,1,0,0,
FCN,2020,6,0,0,1
PLF,2020,3,0,0,0
CFJ,2020,10,2,0,0
PWD,2020,2,0,0,
HCI,2020,2,0,0,0
PGD,2020,1,0,0,0
CIX,2020,1,1,0,0
PMB,2020,1,0,,
KTF,2020,2,0,,
FTQ,2020,1,0,,
MPQ,2020,1,0,0,0
OHG,2020,2,0,0,1
MAH,2020,684,0,0,0
LXB,2020,540,0,0,0
JKA,2020,3762,4,7,4
LKN,2020,135,0,2,0
OTN,2020,992,0,0,0
FAE,2020,158,0,0,0
GAK,2020,22,0,0,0
HSD,2020,658,1,0,0
HTO,2020,1530,18,0,1
PHU,2020,21,1,0,0
FJS,2020,94,0,0,0
HBB,2020,258,0,0,0
KNC,2020,43,0,1,0
CBI,2020,87,0,0,1
IZL,2020,45,1,2,2
OCL,2020,36,4,1,1
NEK,2020,31,0,0,0
FZZ,2020,12,0,0,0
DTX,2020,63,0,0,0
KSR,2020,21,0,0,0
BYY,2020,23,0,0,0
LFJ,2020,43,0,0,0
IZQ,2020,13,0,0,0
KNP,2020,6,0,0,0
BZA,2020,21,0,0,0
GXC,2020,27,0,0,0
ISH,2020,5,0,0,1
DZJ,2020,15,0,0,1
BYX,2020,32,0,0,0
DWM,2020,64,0,0,1
FWZ,2020,461,0,0,0
INX,2020,2,0,0,0
HEW,2020,35,0,1,0
PKT,2020,5,0,0,0
KXK,2020,15,0,0,0
HQA,2020,9,0,0,0
NTG,2020,545,0,0,0
DZA,2020,9,0,0,0
MZP,2020,1,0,4,1
CCN,2020,29,0,0,0
PLO,2020,2,1,0,0
ITG,2020,3,0,0,0
NNK,2020,1,0,0,0
GFE,2020,1,0,0,0
MOD,2020,1,0,0,
PAD,2020,2,0,0,0
KCO,2020,2,0,1,0
PYG,2020,1,0,,
QGP,2020,21,0,0,0
